record_type,timestamp_iso,timestamp_ms,monotonic_ms,sequence,age_ms,quality,pack_mV,current_mA,power_mW,rmcap_mAh,nominal_mAh,rsoc,fets,cycles,production_raw,protection,balance_low,balance_high,min_mV,max_mV,average_mV,delta_mV,min_index,max_index,poll_us,timeouts,checksum_errors,discarded_frames,link_errors,dropped_logs,hardware,cell_count,ntc_count,temp_01_dC,temp_02_dC,temp_03_dC,temp_04_dC,temp_05_dC,temp_06_dC,temp_07_dC,temp_08_dC,cell_01_mV,cell_02_mV,cell_03_mV,cell_04_mV,cell_05_mV,cell_06_mV,cell_07_mV,cell_08_mV,cell_09_mV,cell_10_mV,cell_11_mV,cell_12_mV,cell_13_mV,cell_14_mV,cell_15_mV,cell_16_mV,cell_17_mV,cell_18_mV,cell_19_mV,cell_20_mV,cell_21_mV,cell_22_mV,cell_23_mV,cell_24_mV,cell_25_mV,cell_26_mV,cell_27_mV,cell_28_mV,cell_29_mV,cell_30_mV,cell_31_mV,cell_32_mV
MASTER_SAMPLE,2026-08-21T15:10:15Z,1787325015000,37323,38,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3326,3332,3328,6,1,24,248794,0,0,0,0,0,SP24S004L24S120A,24,5,263,255,253,254,252,,,,3326,3326,3328,3327,3328,3329,3331,3328,3329,3329,3329,3328,3330,3330,3327,3328,3328,3327,3328,3329,3328,3329,3330,3332,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:16Z,1787325016000,38322,39,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3326,3331,3328,5,2,7,247804,0,0,0,0,0,SP24S004L24S120A,24,5,263,255,253,254,251,,,,3327,3326,3328,3327,3328,3329,3331,3328,3329,3330,3330,3328,3330,3330,3327,3328,3328,3328,3328,3329,3328,3329,3330,3331,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:17Z,1787325017000,39322,40,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3327,3331,3328,4,1,7,247736,0,0,0,0,0,SP24S004L24S120A,24,5,262,255,253,253,252,,,,3327,3327,3328,3327,3328,3329,3331,3328,3329,3329,3329,3328,3330,3330,3327,3328,3328,3327,3328,3329,3328,3329,3330,3331,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:18Z,1787325018000,40324,41,0,287,79890,0,0,59840,60000,100,3,2,12506,0,0,0,3327,3332,3328,5,1,24,249526,0,0,0,0,0,SP24S004L24S120A,24,5,264,254,253,253,251,,,,3327,3327,3328,3328,3330,3328,3330,3327,3328,3330,3329,3328,3330,3331,3327,3328,3328,3328,3328,3329,3328,3329,3330,3332,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:19Z,1787325019000,41324,42,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3327,3331,3328,4,1,14,249706,0,0,0,0,0,SP24S004L24S120A,24,5,263,254,252,254,251,,,,3327,3327,3328,3328,3328,3328,3330,3329,3328,3329,3328,3328,3329,3331,3327,3328,3328,3327,3328,3328,3328,3329,3330,3331,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:20Z,1787325020000,42322,43,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3326,3332,3328,6,1,24,248043,0,0,0,0,0,SP24S004L24S120A,24,5,263,255,253,254,252,,,,3326,3327,3328,3328,3329,3329,3330,3328,3329,3330,3329,3328,3330,3330,3327,3327,3328,3327,3328,3328,3328,3329,3329,3332,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:21Z,1787325021000,43324,44,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3326,3332,3328,6,1,24,249601,0,0,0,0,0,SP24S004L24S120A,24,5,263,254,253,253,251,,,,3326,3326,3328,3328,3328,3329,3330,3329,3329,3330,3329,3328,3330,3331,3327,3328,3328,3327,3328,3328,3328,3329,3329,3332,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:22Z,1787325022000,44322,45,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3327,3331,3328,4,1,7,248451,0,0,0,0,0,SP24S004L24S120A,24,5,264,253,254,254,251,,,,3327,3327,3328,3328,3329,3329,3331,3327,3328,3330,3329,3329,3330,3331,3327,3327,3328,3328,3328,3328,3328,3329,3330,3331,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:23Z,1787325023000,45322,46,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3326,3332,3328,6,2,24,247605,0,0,0,0,0,SP24S004L24S120A,24,5,263,254,253,254,251,,,,3327,3326,3328,3328,3328,3330,3331,3328,3329,3330,3329,3329,3330,3331,3328,3327,3328,3327,3328,3328,3328,3329,3329,3332,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:24Z,1787325024000,46331,47,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3326,3332,3328,6,2,24,248383,0,0,0,0,0,SP24S004L24S120A,24,5,263,254,253,253,251,,,,3327,3326,3328,3328,3328,3329,3331,3328,3329,3330,3328,3329,3329,3330,3327,3327,3328,3328,3328,3328,3328,3329,3330,3332,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:25Z,1787325025000,47324,48,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3327,3332,3328,5,1,24,249437,0,0,0,0,0,SP24S004L24S120A,24,5,263,254,253,253,251,,,,3327,3327,3328,3327,3329,3329,3330,3328,3329,3329,3329,3328,3330,3330,3327,3328,3328,3328,3328,3328,3328,3329,3330,3332,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:26Z,1787325026000,48322,49,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3326,3331,3328,5,1,24,247862,0,0,0,0,0,SP24S004L24S120A,24,5,263,255,252,254,251,,,,3326,3327,3328,3328,3328,3329,3330,3328,3328,3330,3329,3327,3329,3330,3327,3328,3328,3328,3328,3329,3328,3329,3330,3331,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:27Z,1787325027000,49323,50,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3326,3332,3328,6,2,24,248665,0,0,0,0,0,SP24S004L24S120A,24,5,263,255,253,254,251,,,,3327,3326,3328,3328,3329,3328,3330,3328,3329,3329,3329,3328,3331,3330,3327,3328,3328,3327,3328,3329,3328,3329,3330,3332,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:28Z,1787325028000,50323,51,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3327,3332,3328,5,1,24,248679,0,0,0,0,0,SP24S004L24S120A,24,5,263,254,253,254,251,,,,3327,3327,3328,3328,3329,3329,3330,3328,3330,3329,3329,3328,3330,3331,3327,3327,3328,3328,3328,3329,3328,3329,3329,3332,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:29Z,1787325029000,51324,52,0,287,79890,0,0,59840,60000,100,3,2,12506,0,0,0,3327,3332,3328,5,1,24,249649,0,0,0,0,0,SP24S004L24S120A,24,5,262,255,252,255,250,,,,3327,3327,3328,3328,3329,3329,3331,3328,3330,3330,3330,3329,3330,3330,3327,3328,3328,3328,3328,3328,3328,3329,3330,3332,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:30Z,1787325030000,52322,53,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3326,3332,3328,6,2,24,247643,0,0,0,0,0,SP24S004L24S120A,24,5,264,255,253,254,251,,,,3327,3326,3328,3328,3328,3328,3331,3329,3329,3329,3329,3328,3330,3330,3327,3327,3328,3327,3328,3328,3328,3329,3330,3332,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:31Z,1787325031000,53323,54,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3327,3332,3328,5,1,24,248460,0,0,0,0,0,SP24S004L24S120A,24,5,264,255,253,254,251,,,,3327,3327,3327,3328,3329,3328,3331,3328,3329,3330,3329,3328,3330,3331,3327,3327,3328,3328,3328,3328,3328,3329,3329,3332,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:32Z,1787325032000,54322,55,0,287,79880,0,0,59840,60000,100,3,2,12506,0,0,0,3326,3332,3328,6,2,24,247458,0,0,0,0,0,SP24S004L24S120A,24,5,264,255,253,254,251,,,,3327,3326,3328,3328,3328,3329,3331,3329,3330,3329,3329,3328,3329,3331,3327,3327,3328,3327,3328,3328,3328,3329,3329,3332,,,,,,,,
MASTER_SAMPLE,2026-08-21T15:10:33Z,1787325033000,55323,56,0,287,79890,0,0,59840,60000,100,3,2,12506,0,0,0,3327,3332,3328,5,1,24,248687,0,0,0,0,0,SP24S004L24S120A,24,5,263,255,253,253,251,,,,3327,3327,3328,3328,3329,3330,3331,3328,3329,3330,3329,3329,3330,3331,3327,3328,3328,3328,3328,3328,3328,3329,3330,3332,,,,,,,,
